"(_'_S_y_m_b_o_l_'_,_ _'_'_)","(_'_N_a_m_e_'_,_ _'_f_i_r_s_t_'_)","(_'_C_l_o_s_e_'_,_ _'_c_o_u_n_t_'_)","(_'_C_l_o_s_e_'_,_ _'_m_e_a_n_'_)","(_'_C_l_o_s_e_'_,_ _'_s_t_d_'_)","(_'_C_l_o_s_e_'_,_ _'_m_i_n_'_)","(_'_C_l_o_s_e_'_,_ _'_m_a_x_'_)","(_'_V_o_l_u_m_e_'_,_ _'_m_e_a_n_'_)","(_'_V_o_l_u_m_e_'_,_ _'_s_u_m_'_)","(_'_V_o_l_a_t_i_l_i_t_y_'_,_ _'_m_e_a_n_'_)","(_'_P_r_i_c_e___C_h_a_n_g_e___P_c_t_'_,_ _'_m_e_a_n_'_)","(_'_P_r_i_c_e___C_h_a_n_g_e___P_c_t_'_,_ _'_s_t_d_'_)","(_'_D_a_t_e_'_,_ _'_m_i_n_'_)","(_'_D_a_t_e_'_,_ _'_m_a_x_'_)"
BTC,Bitcoin,2144,46250.47056146878,31119.48832186963,4970.7880859375,124752.53125,36033243521.196365,77255274109445.0,4.066987856153456,0.17077451291366275,3.2079998754985253,2020-01-01,2025-11-13
