SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
,,,,ETC-USD,ETC-USD,ETC-USD,ETC-USD,ETC-USD,
1,Ethereum Classic,ETC,2020-01-01,4.558976173400879,4.478464126586914,4.497427940368652,4.502791881561279,578070570,2602931469.565501
2,Ethereum Classic,ETC,2020-01-02,4.508206844329834,4.20350980758667,4.502638816833496,4.255887985229492,692082812,2945426924.3746414
3,Ethereum Classic,ETC,2020-01-03,4.6338090896606445,4.203081130981445,4.249905109405518,4.576237201690674,853611122,3906326972.2733164
4,Ethereum Classic,ETC,2020-01-04,4.732287883758545,4.5421319007873535,4.5717291831970215,4.726841926574707,771746505,3647923736.521497
5,Ethereum Classic,ETC,2020-01-05,5.014710903167725,4.771708965301514,4.773919105529785,4.907898902893066,929077856,4559820190.164642
6,Ethereum Classic,ETC,2020-01-06,5.116158962249756,4.892305850982666,4.908659934997559,5.046119213104248,935281051,4719539681.103434
7,Ethereum Classic,ETC,2020-01-07,5.06031608581543,4.757142066955566,5.045119762420654,4.834597110748291,1006600642,4866508555.490575
8,Ethereum Classic,ETC,2020-01-08,5.060873985290527,4.799260139465332,4.835409164428711,4.973395824432373,998712344,4966991801.458668
9,Ethereum Classic,ETC,2020-01-09,5.212575912475586,4.933996200561523,4.971717834472656,5.212575912475586,1014858991,5290029531.045877
10,Ethereum Classic,ETC,2020-01-10,5.376489162445068,4.937483787536621,5.215691089630127,5.33574914932251,1230740496,6566922554.568764
11,Ethereum Classic,ETC,2020-01-11,5.768367767333984,5.324747085571289,5.330778121948242,5.580108165740967,1355984730,7566541464.49306
12,Ethereum Classic,ETC,2020-01-12,5.643586158752441,5.404061794281006,5.57883882522583,5.564109802246094,1012635723,5634416352.44886
13,Ethereum Classic,ETC,2020-01-13,5.58541202545166,5.358244895935059,5.564164161682129,5.49685001373291,817167779,4491848717.218242
14,Ethereum Classic,ETC,2020-01-14,6.931999206542969,5.490245819091797,5.496717929840088,6.8097381591796875,2077666220,14148362940.37262
15,Ethereum Classic,ETC,2020-01-15,8.068613052368164,6.669227123260498,6.803932189941406,7.976096153259277,3050686528,24332569080.7807
16,Ethereum Classic,ETC,2020-01-16,8.509664535522461,7.340187072753906,7.9769182205200195,8.377723693847656,2591162120,21708040287.324524
17,Ethereum Classic,ETC,2020-01-17,11.91222858428955,8.131841659545898,8.365839958190918,9.519625663757324,4699240278,44735008350.6109
18,Ethereum Classic,ETC,2020-01-18,9.715333938598633,8.189579010009766,9.583788871765137,8.329156875610352,3191984633,26586540752.794533
19,Ethereum Classic,ETC,2020-01-19,9.36305046081543,7.897514820098877,8.32339859008789,8.508953094482422,3071743046,26137317496.71656
20,Ethereum Classic,ETC,2020-01-20,9.076823234558105,8.130703926086426,8.508676528930664,8.673727035522461,2181334260,18920297944.47338
21,Ethereum Classic,ETC,2020-01-21,9.10400676727295,8.560269355773926,8.672778129577637,8.945603370666504,1792016776,16030671311.676521
22,Ethereum Classic,ETC,2020-01-22,9.469380378723145,8.943673133850098,8.947835922241211,9.337963104248047,1893350417,17680036337.358654
23,Ethereum Classic,ETC,2020-01-23,9.364303588867188,8.268521308898926,9.337173461914062,8.463454246520996,1878541112,15898946751.620674
24,Ethereum Classic,ETC,2020-01-24,8.809194564819336,7.962037086486816,8.4722261428833,8.623167991638184,1962297204,16921218439.613903
25,Ethereum Classic,ETC,2020-01-25,8.620256423950195,8.21189022064209,8.620256423950195,8.43345832824707,1429389665,12054698174.60454
26,Ethereum Classic,ETC,2020-01-26,9.27725887298584,8.274658203125,8.430689811706543,9.143773078918457,1685344365,15410406433.39392
27,Ethereum Classic,ETC,2020-01-27,10.99880313873291,9.13599967956543,9.140092849731445,10.424935340881348,3089196032,32204668888.907227
28,Ethereum Classic,ETC,2020-01-28,11.615152359008789,10.350886344909668,10.424812316894531,11.530345916748047,3491046321,40252971692.520645
29,Ethereum Classic,ETC,2020-01-29,12.737597465515137,11.38839054107666,11.48779296875,12.319811820983887,4198264074,51721823366.47717
30,Ethereum Classic,ETC,2020-01-30,12.614086151123047,11.734573364257812,12.293618202209473,12.27430534362793,3429768630,42098027422.61644
31,Ethereum Classic,ETC,2020-01-31,12.268671035766602,10.827654838562012,12.268274307250977,11.300946235656738,2910829193,32895124211.27309
32,Ethereum Classic,ETC,2020-02-01,11.746796607971191,11.13486385345459,11.321859359741211,11.541696548461914,2507607885,28942049271.20038
33,Ethereum Classic,ETC,2020-02-02,11.725974082946777,11.200713157653809,11.523209571838379,11.388736724853516,2230362843,25401015219.822796
34,Ethereum Classic,ETC,2020-02-03,12.155769348144531,11.336668968200684,11.382747650146484,11.792460441589355,2572871754,30340488380.32762
35,Ethereum Classic,ETC,2020-02-04,11.86972427368164,11.205737113952637,11.787079811096191,11.432574272155762,2163865570,24738553843.985664
36,Ethereum Classic,ETC,2020-02-05,12.574313163757324,11.366085052490234,11.425259590148926,12.338170051574707,2630503881,32455604205.105236
37,Ethereum Classic,ETC,2020-02-06,13.148557662963867,11.473716735839844,12.343172073364258,12.09863567352295,3578970064,43300654890.78111
38,Ethereum Classic,ETC,2020-02-07,12.206459045410156,11.428929328918457,12.120240211486816,11.702788352966309,2864925900,33527621454.63152
39,Ethereum Classic,ETC,2020-02-08,11.910500526428223,11.214234352111816,11.704146385192871,11.672789573669434,2458728176,28700216617.300064
40,Ethereum Classic,ETC,2020-02-09,12.019037246704102,11.419819831848145,11.672273635864258,11.71010684967041,2256308242,26421610599.612
41,Ethereum Classic,ETC,2020-02-10,12.042900085449219,11.479985237121582,11.715559959411621,11.839010238647461,2949720160,34921767175.38483
42,Ethereum Classic,ETC,2020-02-11,12.08829402923584,11.637869834899902,11.843911170959473,11.947534561157227,2623748665,31347327854.877632
43,Ethereum Classic,ETC,2020-02-12,12.429327964782715,11.924165725708008,11.939920425415039,12.242921829223633,2558687675,31325813190.422966
44,Ethereum Classic,ETC,2020-02-13,13.021754264831543,11.693108558654785,12.240053176879883,12.042051315307617,3267500938,39347413968.21178
45,Ethereum Classic,ETC,2020-02-14,12.049498558044434,11.708147048950195,12.043075561523438,11.980769157409668,2197029671,26322105320.23071
46,Ethereum Classic,ETC,2020-02-15,12.054794311523438,9.94503402709961,11.976300239562988,10.388147354125977,2720972975,28265868210.89454
47,Ethereum Classic,ETC,2020-02-16,10.636585235595703,9.030406951904297,10.396425247192383,9.635473251342773,2727702320,26282702741.985626
48,Ethereum Classic,ETC,2020-02-17,9.7941255569458,8.801233291625977,9.60222053527832,9.609964370727539,2840284893,27295036624.44568
49,Ethereum Classic,ETC,2020-02-18,9.891343116760254,9.216099739074707,9.612985610961914,9.822366714477539,2025728374,19897446953.350307
50,Ethereum Classic,ETC,2020-02-19,9.83053207397461,8.784147262573242,9.824627876281738,8.879036903381348,1807922284,16052608678.081493
51,Ethereum Classic,ETC,2020-02-20,9.01543140411377,8.455192565917969,8.870274543762207,8.901761054992676,1908879598,16992390064.146475
52,Ethereum Classic,ETC,2020-02-21,9.836816787719727,8.824761390686035,8.893782615661621,9.4332914352417,2112160851,19924628865.591118
53,Ethereum Classic,ETC,2020-02-22,9.718368530273438,9.36487865447998,9.44677734375,9.522424697875977,1724873520,16424978207.560272
54,Ethereum Classic,ETC,2020-02-23,9.902920722961426,9.483400344848633,9.520007133483887,9.734655380249023,1745180317,16988728962.388746
55,Ethereum Classic,ETC,2020-02-24,9.742034912109375,9.07978343963623,9.73486042022705,9.343098640441895,1691831980,15806953072.194118
56,Ethereum Classic,ETC,2020-02-25,9.410197257995605,9.043932914733887,9.341053009033203,9.259241104125977,1633614476,15126030304.474419
57,Ethereum Classic,ETC,2020-02-26,9.332021713256836,7.417233943939209,9.246321678161621,7.680284023284912,2112171652,16222078193.2909
58,Ethereum Classic,ETC,2020-02-27,8.036627769470215,7.374398231506348,7.681656837463379,7.684704780578613,1837427407,14120087178.539066
59,Ethereum Classic,ETC,2020-02-28,7.835625171661377,7.226973056793213,7.683617115020752,7.437551975250244,1543271140,11478159315.653696
60,Ethereum Classic,ETC,2020-02-29,7.645356178283691,7.356270790100098,7.433642864227295,7.407479763031006,1233126529,9134359808.824167
61,Ethereum Classic,ETC,2020-03-01,7.898722171783447,7.401045799255371,7.402571201324463,7.762577056884766,1537094857,11931817271.20377
62,Ethereum Classic,ETC,2020-03-02,8.591569900512695,7.724370956420898,7.757080078125,8.400863647460938,1891308432,15888624252.525146
63,Ethereum Classic,ETC,2020-03-03,8.590118408203125,8.197601318359375,8.396212577819824,8.497455596923828,1872178655,15908754990.371075
